,Title,Year of Release,Duration in min,Genre,Rating,Votes in Views,Gross in Millions,Action,Horror,Drama,Crime,Comedy,Thriller,Sci-Fi,Mystery,Adventure,Biography,war
881,Shichinin no samurai,1954,207,"Action, Drama            ",8.7,337259,0.27,1,0,1,0,0,0,0,0,0,0,0
882,The Lobster,2015,119,"Comedy, Drama, Romance            ",7.1,245779,8.7,0,0,1,0,1,0,0,0,0,0,0
883,Commando,1985,90,"Action, Adventure, Thriller            ",6.7,157097,35.1,1,0,0,0,0,1,0,0,1,0,0
884,Ted,2012,106,Comedy            ,6.9,599110,218.82,0,0,0,0,1,0,0,0,0,0,0
885,The 40 Year Old Virgin,2005,116,"Comedy, Romance            ",7.1,425109,109.45,0,0,0,0,1,0,0,0,0,0,0
886,Mary Poppins,1964,139,"Comedy, Family, Fantasy            ",7.8,168326,102.27,0,0,0,0,1,0,0,0,0,0,0
887,The Sound of Music,1965,172,"Biography, Drama, Family            ",8.1,224016,163.21,0,0,1,0,0,0,0,0,0,1,0
888,Manchester by the Sea,2016,137,Drama            ,7.8,271472,47.7,0,0,1,0,0,0,0,0,0,0,0
889,Blade Runner 2049,2017,164,"Action, Drama, Mystery            ",8.0,532723,92.05,1,0,1,0,0,0,0,1,0,0,0
890,Baby Driver,2017,113,"Action, Crime, Drama            ",7.6,506167,107.83,1,0,1,1,0,0,0,0,0,0,0
891,Thor: Ragnarok,2017,130,"Action, Adventure, Comedy            ",7.9,688116,315.06,1,0,0,0,1,0,0,0,1,0,0
892,Detroit,2017,143,"Crime, Drama, History            ",7.3,52362,16.79,0,0,1,1,0,0,0,0,0,0,0
893,Guardians of the Galaxy Vol. 2,2017,136,"Action, Adventure, Comedy            ",7.6,643007,389.81,1,0,0,0,1,0,0,0,1,0,0
894,The Post,2017,116,Drama            ,7.2,147644,81.9,0,0,1,0,0,0,0,0,0,0,0
895,Hellboy II: The Golden Army,2008,120,"Action, Adventure, Fantasy            ",7.0,267030,75.75,1,0,0,0,0,0,0,0,1,0,0
896,Dear Zachary: A Letter to a Son About His Father,2008,95,"Documentary, Biography, Crime            ",8.5,36104,0.02,0,0,0,1,0,0,0,0,0,1,0
897,The Edge of Seventeen,2016,104,"Comedy, Drama            ",7.3,120647,14.43,0,0,1,0,1,0,0,0,0,0,0
898,Molly's Game,2017,140,"Biography, Crime, Drama            ",7.4,163505,28.78,0,0,1,1,0,0,0,0,0,1,0
899,Free Fire,2016,91,"Action, Comedy, Crime            ",6.3,46142,1.8,1,0,0,1,1,0,0,0,0,0,0
900,A Star Is Born,2018,136,"Drama, Music, Romance            ",7.6,370472,215.29,0,0,1,0,0,0,0,0,0,0,0
901,Blade II,2002,117,"Action, Horror, Sci-Fi            ",6.7,212881,82.35,1,1,0,0,0,0,1,0,0,0,0
902,Falling Down,1993,113,"Action, Crime, Drama            ",7.6,185112,40.9,1,0,1,1,0,0,0,0,0,0,0
903,Eyes Wide Shut,1999,159,"Drama, Mystery, Thriller            ",7.5,328196,55.69,0,0,1,0,0,1,0,1,0,0,0
904,The Lost Boys,1987,97,"Comedy, Horror            ",7.2,137754,32.22,0,1,0,0,1,0,0,0,0,0,0
905,Deadpool 2,2018,119,"Action, Adventure, Comedy            ",7.7,547316,324.59,1,0,0,0,1,0,0,0,1,0,0
